food_group_id,country,project,food_article_0,food_article_1,food_article_2,food_article_3,food_article_4,food_article_5,food_article_6,food_article_7,food_article_8,food_article_9,food_article_10,food_article_11,food_article_12,food_article_13,food_article_14,food_article_15,food_article_16,food_article_17,food_article_18,food_article_19,food_article_20,food_article_21,food_article_22,food_article_23,food_article_24,food_article_25,food_article_26,food_article_27,food_article_28,food_article_29,food_article_30,food_label_0,food_label_1,food_label_2,food_label_3,food_label_4,food_label_5,food_label_6,food_label_7,food_label_8,food_label_9,food_label_10,food_label_11,food_label_12,food_label_13,food_label_14,food_label_15,food_label_16,food_label_17,food_label_18,food_label_19,food_label_20,food_label_21,food_label_22,food_label_23,food_label_24
kmeans_plain_c3_g2,3,food,Ceres (mythology),Jägermeister,Alcoholic drink,Angostura bitters,Wine,Sparkling wine,Pisco sour,Beer,Arnold Palmer (drink),Tanqueray,Alcohol intoxication,Cosmopolitan (cocktail),Mezcal,Coors Brewing Company,Prohibition,Pale ale,Hairstyle,Lager,White Russian (cocktail),Aguardiente,Slivovitz,Akvavit,Diageo,Chardonnay,Absolut Vodka,Demeter,Amaretto,Pub,Scotch whisky,Sauvignon blanc,Cognac,alcohol,produced,,new york,alcoholic drinks,alcohol,wine,wines,wine,brewery,place,describe,,alcoholic beverage,cocktail,fermented drinks,beers,take,alcoholic drinks by country,episode,,,beer,bottle,grapes
kmeans_plain_c1_g25,1,food,Whopper,Girl Scout Cookies,Albertsons,Krispy Kreme,Subway (restaurant),Blush,Hungry Jack's,Schweppes,Super Size Me,Smarties,Jell-O,Publix,The Coca-Cola Company,Taco Bell,Ovaltine,Ben & Jerry's,Billy Mitchell (video game player),Maggi,Starburst (confectionery),Fanta,Snickers,Jared Fogle,SunTrust Banks,Applebee's,Howard Johnson's,Cadbury Dairy Milk,Kit Kat,Hardee's,Convenience store,Woolworths Supermarkets,PepsiCo,brands,juice,marketing,chain,brand,white,green,early,food and drink companies by year of establishment,food product brands,operations,companies by industry and year of establishment,establishments in the united states by year,cultivate,company,,stores,soft drink,locations,fast food,united states,united kingdom,the coca-cola company,brands,united
kmeans_plain_c5_g21,5,food,Truffle,Curing (food preservation),Corn dog,Jerky,Computer Science,Parmigiano-Reggiano,Ethiopian cuisine,Sausage,Instant noodle,Pumpernickel,Japanese curry,Pico de gallo,Cooking,Nathan's Hot Dog Eating Contest,Falafel,Poi (food),Sandwich,Jaffa Cakes,Tea in the United Kingdom,Congee,Pemmican,Russian cuisine,Barbecue sauce,Angus cattle,Comfort food,Babka (cake),Mooncake,Oven,Meatloaf,Cake,Dosa,cuisine by region,food and drink by country,,cuisine,meat,served,bread,salmon,cuisine by country,culture by country,sugar,beef,preparation,cooked,cuisine,,sea,dish,pork,dishes,abalone,traditional,cheese,range,occur
kmeans_augmented_c0_g0,0,food,Food pyramid (nutrition),Sunflower oil,Organic farming,Margarine,Macrobiotic diet,Trans fat,History of chocolate,Aspartic acid,Liquid–liquid extraction,Carnauba wax,Atkins diet,Quorn,Hemp,Junk food,Coconut oil,Golden rice,Starch,Glycine,Food security,Dry ice,Glutamic acid,Freeze-drying,Baking powder,Inedia,Vitamin,Cocoa bean,Foodborne illness,Drinking water,Animal slaughter,Naruto,Chlorella,increase,protein,start,food additives,health,offer,food politics,food,studies,health,intake,canada,nutrition,operate,carbohydrate,,beverage,organic compound,diet,chemical formula,,acid,effects,food and drink,processing
LDA_c3_g22,3,food,Space Needle,Takeru Kobayashi,Oktoberfest,KFC,Sophie Dahl,Big Mac,Barney Rubble,Anne Burrell,86 (term),Mary Berry,Jollibee,Minute Maid Park,History of KFC,Applebee's,Online food ordering,Paula Deen,Tim Horton,Fast food restaurant,Colonel Sanders,Nathan's Hot Dog Eating Contest,Marcus Wareing,White Castle (restaurant),IHOP,Blush,Ranch,Cracker Barrel,Cafeteria,History of the hamburger,Sonic Drive-In,Jack in the Box,Yum! Brands,united states,new york city,restaurant,restaurant chain,new,restaurants,restaurants by century of establishment,location,locations,restaurants by time,food,city,restaurants by type,time,,restaurants by year of establishment,,,restaurants,work,chain,menu,opened,fast food,year
LDA_c4_g8,4,food,Reinheitsgebot,Martini (cocktail),Johnnie Walker,Mezcal,Ambrosia,Gmail,Pale ale,Gin,Jameson Irish Whiskey,Pub,Latte,Akvavit,Budweiser,Tequila Sunrise (cocktail),Negroni,Eggnog,Eucharist,Silphium,Scotch whisky,Guinness,Vermouth,Kvass,Microbrewery,Coffeehouse,S.Pellegrino,Whisky,History of chocolate,Beer,Turkish coffee,Draught beer,Stout,wine,,,alcoholic drinks by country,alcohol,,alcohol by volume,alcoholic drinks,,alcohol,drug culture,produce,beers,,,brewing,,,,fermented drinks,drink,cocktail,alcoholic beverage,beer,brewery
LDA_c1_g24,1,food,Alfalfa,Mango,Brazil nut,Berry,Cashew,Chicory,Moringa oleifera,Adzuki bean,Herring,Onion,Northern pike,Morchella,Lychee,Passiflora edulis,Meyer lemon,Muskmelon,Coffea,Kiwifruit,Asparagus,Plant,Cucurbita,New Mexico chile,Asafoetida,Quinoa,Bamboo,Braces,Abalone,Boletus edulis,Anchovy,Edible mushroom,Vanilla,species,seed,seeds,,,,edible plants,cultivation,plant,fruit,specie,ethnobotany,genus,flowering plant,,leaves,flora by continent,,plants and humans,types of food,,grow,,plants,family 
kmeans_plain_c5_g18,5,food,Yogurt,History of the hamburger,Lutefisk,Espresso,Paratha,Cheesesteak,Corn dog,Falafel,Century egg,Salami,Chicken as food,Charcuterie,Bread,Nachos,Lamb and mutton,Challah,Dolma,Mooncake,Sauerkraut,Matcha,Samovar,Lassi,Bento,Panini (sandwich),Gmail,Condensed milk,Polenta,Gelato,Ketchup,Herbes de Provence,Meringue,cuisine,meat,cuisine by country,sea,dishes,beef,cuisine,salmon,served,,cheese,traditional,abalone,dish,preparation,bread,culture by country,,pork,cooked,cuisine by region,sugar,occur,range,food and drink by country
kmeans_augmented_c0_g1,0,food,Ethylenediaminetetraacetic acid,Acetic acid,Fermentation,Dietary supplement,Popcorn,Veganism,Gallon,Borax,Spirulina (dietary supplement),Agar,Yeast,Glycemic index,Infant formula,Pressure cooking,Nutrition,History of coffee,Oil,Caffeine,Smoke point,Vitamin E,Food safety,Genetically modified food,Liver,Palm oil,Food irradiation,Earbuds,Sugar alcohol,Ammonium chloride,Lactic acid,Sugar,Halite,food,increase,,food additives,acid,effects,food and drink,intake,health,,protein,health,nutrition,canada,processing,diet,beverage,food politics,chemical formula,organic compound,offer,start,carbohydrate,studies,operate
kmeans_plain_c4_g0,4,food,Catfish,Silkie,Coconut crab,Crab,Northern pike,Carp,Goat,Bombyx mori,Bass (fish),Geoduck,Atlantic cod,Oyster,Caviar,Grouper,Sashimi,Squid as food,Hairstyle,Rabbit,Cod,Japanese spider crab,Grasshopper,Beefalo,Ambergris,Guinea pig,Snakehead (fish),Squid,Anchovy,Sturgeon,Common pheasant,Algae,Aquaculture,fish,fisheries,animal-based seafood,sea,cake,atlantic ocean,seafood,waters,fishing industry,,species,,,fishing,crustacean,,salt,fishing,fry,females,vegetable,,mollusc,primary industries,soup
LDA_c5_g11,5,food,Energy drink,Panera Bread,Plastic bag,Dr Pepper,Drink can,Girl Scout Cookies,The Coca-Cola Company,Mondelez International,Woolworths Supermarkets,Kraft Foods Inc.,Yakult,Marmite,Painting,Smarties,Trader Joe's,Starburst (confectionery),Safeway Inc.,Irn-Bru,Candy,Mars (chocolate bar),Sainsbury's,General Mills,Monster Energy,Horlicks,"Meal, Ready-to-Eat",Maggi,Compass Group,Crown Royal,Popcorn,A2 milk,Tab (drink),,soft drink,united kingdom,brands by company,supermarket,product,brand,market,brands,coca-cola,food and drink companies by country,company,sell,companies by year of establishment,food product brands,brands,,,the coca-cola company,products,,,united,business,stores
LDA_c2_g35,2,food,Caesar (cocktail),Hors d'oeuvre,Earbuds,Pasta,Lard,Ham,Falafel,Goat meat,Sesame oil,Lamb and mutton,Smoking (cooking),Peanut butter and jelly sandwich,Dessert,Tofu,Rye bread,Bagel,Tajine,Easter egg,Gnocchi,Baked beans,Kofta,Casu marzu,Capocollo,Caesar salad,Ramen,Andouille,Deep frying,Dim sum,Chickpea,Turmeric,Al dente,preparation,cuisine,ingredients,bread,dish,meat,food,dishes,served,food and drink by country,cooked,cheese,cuisine by continent,call,,,beef,culture by country,rice,serve,,cuisine,cuisine by country,pork,
kmeans_augmented_c1_g12,1,food,Italian cuisine,Pasta,Scrapple,Korean cuisine,Baked beans,Soul food,Apple pie,Sourdough,Turkish delight,Glutinous rice,Gmail,Graham cracker,Pork,Yolk,Tajine,Australian cuisine,Cheesecake,Rye bread,Izakaya,Chili con carne,Barbecue,Welsh rarebit,Fish and chips,Truffle,Danish cuisine,California roll,Egg foo young,Confectionery,Mooncake,Pumpernickel,Matzo,cheese,cuisine,cooked,cuisine by country,range,sugar,preparation,bread,salmon,,abalone,meat,culture by country,cuisine,cuisine by region,pork,,food and drink by country,dish,dishes,sea,traditional,served,occur,beef
kmeans_augmented_c1_g43,1,food,Pastel de nata,Lard,Peanut butter and jelly sandwich,Herbes de Provence,Noodle,Barbecue sauce,Jerky,Dim sum,Buffalo mozzarella,Mediterranean cuisine,Tempura,Goat meat,Clotted cream,Scrapple,Indian cuisine,Chutney,Earbuds,Samovar,Mayonnaise,Truffle,Mooncake,Marinara sauce,Falafel,Couscous,Kofta,Lunch,Beef Stroganoff,Vegetarianism by country,Beignet,Pemmican,Gratin,preparation,abalone,traditional,cheese,food and drink by country,cuisine by region,pork,dishes,dish,meat,cuisine by country,sea,cooked,,sugar,served,,cuisine,occur,bread,beef,culture by country,range,salmon,cuisine
LDA_c6_g15,6,food,Malic acid,Honey,Taste,Bushmeat,Sulfur dioxide,Guinea pig,Oil,Ethylenediaminetetraacetic acid,Molasses,World Food Programme,Gluten-free diet,Spelt,Microwave oven,Mathematical Statistics,Pinot gris,Aspartic acid,Botulism,Argan oil,Colostrum,Water supply,Sea salt,Amylase,Olive oil,Curing (food preservation),Dietary fiber,Wagyu,Ketogenic diet,Paleolithic diet,Soybean,Vegetarianism by country,Menthol,nutrition,levels,,studies,wine,food politics,organic compound,grapes,use,effects,protein,carbohydrate,vineyards,health,increased,diet,food,produce,water,,high,,food and drink,proteins,branches of biology
kmeans_augmented_c5_g10,5,food,Tetraodontidae,Squid,Seaweed,Conch,Sashimi,Snail,Silkie,Abalone,Grouper,Hagfish,Yellowfin tuna,Beefalo,Atlantic salmon,Dromedary,Rabbit,Camel,Squid as food,Seafood,Salmon,Carp,Algae,Ambergris,Prawn,Camel,Snakehead (fish),Mantis shrimp,Grasshopper,Squid as food,Camel,Herring,,fisheries,fishing,fish,cake,primary industries,fishing industry,,,soup,salt,sea,females,fry,,seafood,,,crustacean,species,fishing,animal-based seafood,atlantic ocean,vegetable,waters,mollusc
LDA_c6_g34,6,food,Sugar substitute,Palm oil,Gelatin,Roquefort,Domestic pig,Sauvignon blanc,Agar,Environmental impact of meat production,Potassium nitrate,Urdu,Angus cattle,Food irradiation,Pectin,Coconut oil,Paraben,Salt,Himalayan salt,Egg as food,Fish farming,Borax,Foodborne illness,Vegetable,Colostrum,Coconut water,Water supply,Fermentation,Scoville scale,Sugar alcohol,Saccharin,Spirulina (dietary supplement),Acetic acid,organic compound,proteins,,branches of biology,use,nutrition,water,grapes,food and drink,high,diet,carbohydrate,health,levels,food politics,protein,increased,,food,studies,produce,wine,effects,vineyards,
kmeans_plain_c3_g5,3,food,Mulled wine,Scotch whisky,Caesar (cocktail),Ceres (mythology),Brix,Coors Brewing Company,Jameson Irish Whiskey,Prosecco,Amaretto,Cabernet Sauvignon,B-52 (cocktail),Wine,Baileys Irish Cream,Pub,Temperance movement,Lager,Arnold Palmer (drink),Bartending terminology,Bordeaux wine,Aperol,Guinness,Sparkling wine,Whisky,Angostura bitters,Budweiser,Diageo,Apple cider,Mathematical Statistics,Buckfast Tonic Wine,Microbrewery,Prohibition,beers,beer,brewery,,wine,bottle,,place,alcohol,,new york,describe,cocktail,episode,,alcoholic drinks by country,grapes,fermented drinks,take,produced,wines,wine,alcoholic drinks,alcoholic beverage,alcohol
kmeans_augmented_c1_g29,1,food,Cheesesteak,Congee,Mediterranean cuisine,Greek cuisine,Mathematical Statistics,Fish sauce,Easter egg,Japanese tea ceremony,Clotted cream,Tapas,Eggs Benedict,Oatmeal,Marmalade,Cookie,Meringue,Ice cream,Barbecue sauce,Pizza,Balut (food),Poblano,Condensed milk,Cornmeal,Gnocchi,Gyro (food),Mayonnaise,Poi (food),Goat,Christmas dinner,Cooking,Biscuit,French fries,cuisine by country,cuisine,sea,beef,cooked,culture by country,dish,cuisine,salmon,food and drink by country,traditional,abalone,meat,,sugar,occur,dishes,cuisine by region,served,,pork,range,preparation,bread,cheese
kmeans_augmented_c0_g32,0,food,Casein,Hemp oil,Hairstyle,Theophylline,Alum,Induction cooking,Golden rice,Fermentation,Macrobiotic diet,Foodborne illness,Liquid–liquid extraction,Sucralose,Sugar beet,Beta-Carotene,Glutamic acid,Decaffeination,Food irradiation,Protease,Lactose,Potassium iodide,Chewing gum,Taste,Plastic bag,Ketogenic diet,Drinking water,Decomposition,Margarine,Popcorn,Galactose,Acesulfame potassium,Sugar,operate,organic compound,studies,increase,offer,nutrition,start,acid,carbohydrate,,food,diet,processing,effects,canada,chemical formula,food and drink,protein,beverage,intake,food politics,,health,food additives,health
kmeans_plain_c1_g3,1,food,Corn flakes,Nestlé,John Hickenlooper,Trader Joe's,Subway (restaurant),Diet Coke,Doritos,Tim Horton,Asda,Fanta,Jell-O,Lipton,Heart Attack Grill,Applebee's,Tim Hortons,Ben & Jerry's,Super Size Me,Cadbury Dairy Milk,Whopper,Mars (chocolate bar),Chuck E. Cheese's,Arby's,Cadbury,Earbuds,Dunkin' Donuts,Girl Scout Cookies,Whole Foods Market,KFC,Foodpanda,Max Headroom (character),Vegemite,united,food and drink companies by year of establishment,brand,the coca-cola company,food product brands,operations,companies by industry and year of establishment,locations,soft drink,juice,brands,united states,stores,marketing,brands,cultivate,,chain,green,fast food,establishments in the united states by year,company,early,white,united kingdom
kmeans_augmented_c6_g36,6,food,Fruit,Plant,Typha,Shiso,Sweet corn,Eggplant,Cashew,Vanilla,Rice,Painting,Garlic,Okra,Pea,Walnut,Cucurbita,Blueberry,Cherry blossom,Plum,Guava,Cochineal,Peanut,Pomegranate,Curry tree,Turnip,Legume,Chrysanthemum,Coffea,Chayote,Kale,Grapefruit,Argan oil,seeds,flowers,plants,version,,flowering plant,types of food,cultivation,cooking,leaves,dessert,potato,edible plants,plant products,fruit,,,preparation,cultivars,genus,tree,plant,plants and humans,cultivar,flora by continent
kmeans_plain_c5_g36,5,food,Soy sauce,Fondue,Japanese cuisine,Mooncake,Fettuccine Alfredo,Dosa,Stir frying,Yogurt,Turkish coffee,Cake,Bagel,Delicatessen,Lunch,Pasta,Dolma,Curing (food preservation),Salad,Chicken as food,Smörgåsbord,Dessert,Pork,Corn dog,Turkish delight,Gmail,French fries,Baked Alaska,Beef Stroganoff,Dog meat,Fish and chips,Spam (food),Buttermilk,bread,meat,cheese,cuisine by region,beef,cooked,traditional,dish,pork,occur,food and drink by country,salmon,dishes,cuisine,preparation,,sea,cuisine,abalone,sugar,served,,range,culture by country,cuisine by country
kmeans_augmented_c4_g12,4,food,Jameson Irish Whiskey,Eggnog,Single malt whisky,Tanqueray,Alcohol by volume,Merlot,Pilsner,Ginger ale,Jim Beam,Pint glass,Jägermeister,Cabernet Sauvignon,Bartending terminology,Bellini (cocktail),Johnnie Walker,Vermouth,Apple cider,Lambic,Jameson Irish Whiskey,Sparkling wine,Coors Brewing Company,Amaretto,Oktoberfest,Pilsner,Tom Collins,Pint glass,Eggnog,Dionysus,Negroni,Sauvignon blanc,Painting,alcoholic drinks by country,wines,alcohol,beers,cocktail,episode,,beer,wine,place,,brewery,new york,grapes,bottle,wine,produced,alcohol,,describe,fermented drinks,,alcoholic beverage,alcoholic drinks,take
LDA_c3_g14,3,food,TripAdvisor,George Washington Carver,Michelin Guide,Adolf Hitler and vegetarianism,Samin Nosrat,Cosmopolitan (cocktail),Jollibee,Earbuds,Cuban sandwich,Jamie Oliver,My Kitchen Rules,Howard Johnson's,IHOP,BuzzFeed Unsolved,Taco Bell,Home economics,History of McDonald's,Duff Goldman,Hardee's,Kitchen Nightmares,Gary Vaynerchuk,Gordon Ramsay,Alice (TV series),Tootsie Roll,History of KFC,Keith Floyd,Jared Fogle,Tim Hortons,Burns supper,Alton Brown,Applebee's,fast food,city,opened,restaurant chain,,chain,restaurant,united states,locations,work,location,restaurants by type,year,new york city,time,restaurants by year of establishment,,menu,restaurants by century of establishment,restaurants,food,restaurants by time,,restaurants,new
kmeans_augmented_c3_g1,3,food,Five Guys,Swedish Fish,Cracker Barrel,7 Up,Pepsi,Amul,Hardee's,Whopper,Safeway Inc.,Gatorade,Thums Up,Horlicks,Trader Joe's,Carl's Jr.,Diet Coke,Arby's,Mathematical Statistics,Starbucks,Howard Graham Buffett,Campbell Soup Company,Sodexo,History of KFC,Jollibee,Domino's Pizza,Supermarket,Benihana,Compass Group,Meijer,Nestlé,Dairy Queen,Chick-fil-A,fast food,,chain,early,brands,united,brands,establishments in the united states by year,brand,united states,green,marketing,company,cultivate,companies by industry and year of establishment,united kingdom,food product brands,the coca-cola company,juice,food and drink companies by year of establishment,operations,soft drink,stores,locations,white
LDA_c1_g28,1,food,Black pepper,Rhubarb,Herb,Hemp,Cassava,Methyl salicylate,Snail,Salvia officinalis,Cabbage,Pomelo,Guava,Plum,Cherimoya,Ackee,Grouper,Crataegus,Phytolacca americana,Citron,Mantis shrimp,Phyllanthus emblica,Drupe,Painting,Garlic,Truffle,Typha,Saffron,Cashew,Nut (fruit),Phaseolus vulgaris,Brassicaceae,Northern pike,plants,seed,,seeds,,flora by continent,,leaves,,edible plants,ethnobotany,,cultivation,,species,plant,family ,plants and humans,genus,specie,,types of food,flowering plant,fruit,grow
LDA_c3_g4,3,food,Bouncer (doorman),Marcus Wareing,Chef,Paula Deen,Buc-ee's,The Fat Duck,In-N-Out Burger,Poutine,Hard Rock Cafe,White Castle (restaurant),Carl's Jr.,Whopper,Sophie Dahl,George Washington Carver,Cafeteria,Food Wars!: Shokugeki no Soma,Home economics,Colonel Sanders,Panda Express,Submarine sandwich,Cuban sandwich,Benihana,Wendy's,Ronald McDonald,Tim Hortons,Gmail,Sonic Drive-In,Dom DeLuise,Duff Goldman,The Gods Must Be Crazy,EFL Championship,restaurants by type,restaurant,city,time,,restaurants,location,fast food,new york city,opened,,united states,restaurants by year of establishment,work,restaurants by time,chain,year,food,restaurant chain,menu,restaurants,new,,restaurants by century of establishment,locations
kmeans_plain_c3_g10,3,food,Sparkling wine,Buckfast Tonic Wine,Malbec,Johnnie Walker,Aguardiente,Jameson Irish Whiskey,Alcoholic drink,Amaro (liqueur),Drambuie,Dionysus,Whisky,Ale,Moët & Chandon,History of beer,United Spirits,Prosecco,Braces,Asahi Breweries,Negroni,Martini (cocktail),Akvavit,Soju,Demeter,Chardonnay,Caesar (cocktail),Zinfandel,Oktoberfest,Mai Tai,Pint glass,Amarone,Anheuser-Busch InBev,new york,alcoholic drinks,wines,wine,bottle,alcohol,brewery,,describe,place,,episode,alcoholic drinks by country,beers,,take,alcohol,,grapes,alcoholic beverage,fermented drinks,cocktail,produced,wine,beer
LDA_c4_g16,4,food,Guinness,Akvavit,Irish coffee,Moxie,Silphium,Moonshine,Kool-Aid,Drink,Dionysus,Stout,S.Pellegrino,Hops,Turkish coffee,Vermouth,Blush,Amaretto,Jameson Irish Whiskey,Cognac,Alcoholic drink,Latte,Vodka,Absinthe,Alcohol proof,Balsamic vinegar,Cappuccino,Gin,Tanqueray,Wheat beer,Jack Daniel's,Demeter,Ceres (mythology),,,alcohol by volume,beer,,beers,fermented drinks,alcoholic beverage,produce,brewing,wine,alcohol,cocktail,alcoholic drinks,,,,,brewery,drink,alcoholic drinks by country,drug culture,,alcohol,
kmeans_augmented_c3_g6,3,food,Dairy Queen,Moxie,Snickers,Applebee's,Chipotle Mexican Grill,In-N-Out Burger,McDonald's,Stop & Shop,Hard Rock Cafe,Whopper,Foodpanda,Supermarket,Benihana,Minute Maid Park,Whole Foods Market,Nolan Bushnell,Tim Horton,New Coke,Jimmy John's,A&W Restaurants,Wegmans,Nestlé,Burger King,Kit Kat,White Castle (restaurant),Swedish Fish,Mathematical Statistics,Amul,Big Mac Index,Taco Bell,Betty Crocker,united,brands,juice,brand,food and drink companies by year of establishment,soft drink,united kingdom,cultivate,brands,company,the coca-cola company,united states,chain,green,operations,marketing,,locations,white,companies by industry and year of establishment,early,establishments in the united states by year,stores,food product brands,fast food
